Actor/Name/ProtossClanFlag=ProtossClanFlag
Actor/Name/ZeratulTopBarWarpingOut=ZeratulTopBarWarpingOut
Actor/Name/ZeratulTopBarWarpingOutSound=ZeratulTopBarWarpingOutSound
Behavior/EditorPrefix/ZeratulTopBarWarpingOutExpire=Commander Zeratul -
Behavior/Name/ZeratulTopBarWarpingOutExpire=ZeratulTopBarWarpingOutExpire
Button/EditorPrefix/CommanderPrestige=Commander Prestige -
Button/EditorPrefix/CommanderPrestigeAbathurBiomass=Commander Prestige Abathur -
Button/EditorPrefix/CommanderPrestigeAbathurDeepTunnel=Commander Prestige Abathur -
Button/EditorPrefix/CommanderPrestigeAbathurUltimateEvo=Commander Prestige Abathur -
Button/EditorPrefix/CommanderPrestigeAlarakDeathFleet=Commander Prestige Alarak -
Button/EditorPrefix/CommanderPrestigeAlarakEmpowerMe=Commander Prestige Alarak -
Button/EditorPrefix/CommanderPrestigeAlarakMech=Commander Prestige Alarak -
Button/EditorPrefix/CommanderPrestigeArtanisCombatAbilities=Commander Prestige Artanis -
Button/EditorPrefix/CommanderPrestigeArtanisOrbitalStrike=Commander Prestige Artanis -
Button/EditorPrefix/CommanderPrestigeArtanisPowerField=Commander Prestige Artanis -
Button/EditorPrefix/CommanderPrestigeDehakaClone=Commander Prestige Dehaka -
Button/EditorPrefix/CommanderPrestigeDehakaDevour=Commander Prestige Dehaka -
Button/EditorPrefix/CommanderPrestigeDehakaPackLeaders=Commander Prestige Dehaka -
Button/EditorPrefix/CommanderPrestigeFenixAvenger=Commander Prestige Fenix -
Button/EditorPrefix/CommanderPrestigeFenixDataWeb=Commander Prestige Fenix -
Button/EditorPrefix/CommanderPrestigeFenixSuitSwap=Commander Prestige Fenix -
Button/EditorPrefix/CommanderPrestigeHornerBombingPlatforms=Commander Prestige Horner -
Button/EditorPrefix/CommanderPrestigeHornerMagMines=Commander Prestige Horner -
Button/EditorPrefix/CommanderPrestigeHornerStarport=Commander Prestige Horner -
Button/EditorPrefix/CommanderPrestigeKaraxArmy=Commander Prestige Karax -
Button/EditorPrefix/CommanderPrestigeKaraxStructures=Commander Prestige Karax -
Button/EditorPrefix/CommanderPrestigeKaraxTopBar=Commander Prestige Karax -
Button/EditorPrefix/CommanderPrestigeKerriganAbilities=Commander Prestige Kerrigan -
Button/EditorPrefix/CommanderPrestigeKerriganAssimilationAura=Commander Prestige Kerrigan -
Button/EditorPrefix/CommanderPrestigeKerriganCreep=Commander Prestige Kerrigan -
Button/EditorPrefix/CommanderPrestigeMengskArtillery=Commander Prestige Mengsk -
Button/EditorPrefix/CommanderPrestigeMengskRoyalGuard=Commander Prestige Mengsk -
Button/EditorPrefix/CommanderPrestigeMengskTrooper=Commander Prestige Mengsk -
Button/EditorPrefix/CommanderPrestigeNovaAirlift=Commander Prestige Nova -
Button/EditorPrefix/CommanderPrestigeNovaInfantry=Commander Prestige Nova -
Button/EditorPrefix/CommanderPrestigeNovaStealth=Commander Prestige Nova -
Button/EditorPrefix/CommanderPrestigeRaynorAfterburners=Commander Prestige Raynor -
Button/EditorPrefix/CommanderPrestigeRaynorBioHealth=Commander Prestige Raynor -
Button/EditorPrefix/CommanderPrestigeRaynorStarport=Commander Prestige Raynor -
Button/EditorPrefix/CommanderPrestigeStetmannCombatBuff=Commander Prestige Stetmann -
Button/EditorPrefix/CommanderPrestigeStetmannGary=Commander Prestige Stetmann -
Button/EditorPrefix/CommanderPrestigeStetmannStetellites=Commander Prestige Stetmann -
Button/EditorPrefix/CommanderPrestigeStukov=Commander Prestige Stukov -
Button/EditorPrefix/CommanderPrestigeStukovBunkers=Commander Prestige Stukov -
Button/EditorPrefix/CommanderPrestigeStukovMech=Commander Prestige Stukov -
Button/EditorPrefix/CommanderPrestigeSwannDrill=Commander Prestige Swann -
Button/EditorPrefix/CommanderPrestigeSwannHercules=Commander Prestige Swann -
Button/EditorPrefix/CommanderPrestigeSwannTurrets=Commander Prestige Swann -
Button/EditorPrefix/CommanderPrestigeTychusLoneWolf=Commander Prestige Tychus -
Button/EditorPrefix/CommanderPrestigeTychusOdin=Commander Prestige Tychus -
Button/EditorPrefix/CommanderPrestigeTychusSquadCooldowns=Commander Prestige Tychus -
Button/EditorPrefix/CommanderPrestigeVorazunCrowdControlDamage=Commander Prestige Vorazun -
Button/EditorPrefix/CommanderPrestigeVorazunFrontlineRecall=Commander Prestige Vorazun -
Button/EditorPrefix/CommanderPrestigeVorazunTimestopShadowguard=Commander Prestige Vorazun -
Button/EditorPrefix/CommanderPrestigeZagaraCorruptorsAberrations=Commander Prestige Zagara -
Button/EditorPrefix/CommanderPrestigeZagaraMaxSupply=Commander Prestige Zagara -
Button/EditorPrefix/CommanderPrestigeZagaraZagara=Commander Prestige Zagara -
Button/EditorPrefix/CommanderPrestigeZeratulArtifactFragments=Commander Prestige Zeratul -
Button/EditorPrefix/CommanderPrestigeZeratulTornadoes=Commander Prestige Zeratul -
Button/EditorPrefix/CommanderPrestigeZeratulVoidSeeker=Commander Prestige Zeratul -
Button/EditorPrefix/DefilerMPConsume2=Defiler MP -
Button/EditorPrefix/DrakkenLaserDrillPulseCannonIO2=Laser Drill -
Button/EditorPrefix/KerriganTopBarLocked=Coop Progression -
Button/EditorSuffix/DrakkenLaserDrillPulseCannonIO2=(Issue Order)
EmoticonPack/EditorPrefix/ArtanisEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/ArthasEmoticonPack=Hots -
EmoticonPack/EditorPrefix/ArthasEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/AurielEmoticonPack=Hots -
EmoticonPack/EditorPrefix/AurielEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/AzmodanEmoticonPack=Hots -
EmoticonPack/EditorPrefix/AzmodanEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/BlazePack1=Hots -
EmoticonPack/EditorPrefix/BlazePack2=Hots -
EmoticonPack/EditorPrefix/BrightwingEmoticonPack=Hots -
EmoticonPack/EditorPrefix/BrightwingEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/ButcherEmoticonPack=Hots -
EmoticonPack/EditorPrefix/ButcherEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/CassiaEmoticonPack=Hots -
EmoticonPack/EditorPrefix/CassiaEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/CatSpooky18Pack=Hots -
EmoticonPack/EditorPrefix/CelebrationsEmoticonPack=Hots -
EmoticonPack/EditorPrefix/ChenEmoticonPack=Hots -
EmoticonPack/EditorPrefix/ChenEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/ChoEmoticonPack=Hots -
EmoticonPack/EditorPrefix/ChoEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/ChompPack=Hots -
EmoticonPack/EditorPrefix/ChromieEmoticonPack=Hots -
EmoticonPack/EditorPrefix/ChromieEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/CountessKerriganPack1=Hots -
EmoticonPack/EditorPrefix/CountessKerriganPack2=Hots -
EmoticonPack/EditorPrefix/CrimsonCountArthasPack1=Hots -
EmoticonPack/EditorPrefix/CrimsonCountArthasPack2=Hots -
EmoticonPack/EditorPrefix/CryptQueenZagaraPack1=Hots -
EmoticonPack/EditorPrefix/CryptQueenZagaraPack2=Hots -
EmoticonPack/EditorPrefix/DVaEmoticonPack=Hots -
EmoticonPack/EditorPrefix/DVaEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/DeathEmoticonPack=Hots -
EmoticonPack/EditorPrefix/DeathKnightSonyaPack1=Hots -
EmoticonPack/EditorPrefix/DeathKnightSonyaPack2=Hots -
EmoticonPack/EditorPrefix/DeathbringerSonyaPack1=Hots -
EmoticonPack/EditorPrefix/DeathbringerSonyaPack2=Hots -
EmoticonPack/EditorPrefix/DeathfangGenjiPack=Hots -
EmoticonPack/EditorPrefix/DeckardPack1=Hots -
EmoticonPack/EditorPrefix/DeckardPack2=Hots -
EmoticonPack/EditorPrefix/DecktheHallsPack=Hots -
EmoticonPack/EditorPrefix/DehakaEmoticonPack=Hots -
EmoticonPack/EditorPrefix/DehakaEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/DeputyVallaPack1=Hots -
EmoticonPack/EditorPrefix/DeputyVallaPack2=Hots -
EmoticonPack/EditorPrefix/DiabloEmoticonPack=Hots -
EmoticonPack/EditorPrefix/DiabloEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/DoctorWolfSteinPack1=Hots -
EmoticonPack/EditorPrefix/DoctorWolfSteinPack2=Hots -
EmoticonPack/EditorPrefix/DragonKnightPack1=Hots -
EmoticonPack/EditorPrefix/DragonKnightPack2=Hots -
EmoticonPack/EditorPrefix/DreadlordJainaPack1=Hots -
EmoticonPack/EditorPrefix/DreadlordJainaPack2=Hots -
EmoticonPack/EditorPrefix/DrinksPack=Hots -
EmoticonPack/EditorPrefix/ElChamucoDiabloPack1=Hots -
EmoticonPack/EditorPrefix/ElChamucoDiabloPack2=Hots -
EmoticonPack/EditorPrefix/ElJefeGarroshPack1=Hots -
EmoticonPack/EditorPrefix/ElJefeGarroshPack2=Hots -
EmoticonPack/EditorPrefix/ElementsPack=Hots -
EmoticonPack/EditorPrefix/EmojiAnduinPack1=Hots -
EmoticonPack/EditorPrefix/EmojiAnduinPack2=Hots -
EmoticonPack/EditorPrefix/EmojiCarbotAlliancePack=Hots -
EmoticonPack/EditorPrefix/EmojiCarbotDiabloPack=Hots -
EmoticonPack/EditorPrefix/EmojiCarbotHordePack=Hots -
EmoticonPack/EditorPrefix/EmojiImperiusPack1=Hots -
EmoticonPack/EditorPrefix/EmojiImperiusPack2=Hots -
EmoticonPack/EditorPrefix/EmojiMadAxe19Pack1=Hots -
EmoticonPack/EditorPrefix/EmojiMadAxe19Pack2=Hots -
EmoticonPack/EditorPrefix/EmojiMalGanisPack1=Hots -
EmoticonPack/EditorPrefix/EmojiMalGanisPack2=Hots -
EmoticonPack/EditorPrefix/EmojiMechastormPack1=Hots -
EmoticonPack/EditorPrefix/EmojiNexusHunterPack1=Hots -
EmoticonPack/EditorPrefix/EmojiNexusHunterPack2=Hots -
EmoticonPack/EditorPrefix/EmojiOrpheaPack1=Hots -
EmoticonPack/EditorPrefix/EmojiOrpheaPack2=Hots -
EmoticonPack/EditorPrefix/EmojiPlushiePack1=Hots -
EmoticonPack/EditorPrefix/EmojiToysPack1=Hots -
EmoticonPack/EditorPrefix/EtcEmoticonPack=Hots -
EmoticonPack/EditorPrefix/EtcEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/EyeSpooky18Pack=Hots -
EmoticonPack/EditorPrefix/FalstadEmoticonPack=Hots -
EmoticonPack/EditorPrefix/FalstadEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/FenixPack1=Hots -
EmoticonPack/EditorPrefix/FenixPack2=Hots -
EmoticonPack/EditorPrefix/Food1EmoticonPack=Hots -
EmoticonPack/EditorPrefix/Food2EmoticonPack=Hots -
EmoticonPack/EditorPrefix/FoodPack3=Hots -
EmoticonPack/EditorPrefix/GallEmoticonPack=Hots -
EmoticonPack/EditorPrefix/GallEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/GarroshPack1=Hots -
EmoticonPack/EditorPrefix/GarroshPack2=Hots -
EmoticonPack/EditorPrefix/GazloweEmoticonPack=Hots -
EmoticonPack/EditorPrefix/GazloweEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/GenjiEmoticonPack=Hots -
EmoticonPack/EditorPrefix/GenjiEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/GhostSpooky18Pack=Hots -
EmoticonPack/EditorPrefix/GingerdreadNazeeboPack1=Hots -
EmoticonPack/EditorPrefix/GingerdreadNazeeboPack2=Hots -
EmoticonPack/EditorPrefix/GreatfatherWinterMalfurionPack1=Hots -
EmoticonPack/EditorPrefix/GreatfatherWinterMalfurionPack2=Hots -
EmoticonPack/EditorPrefix/GreatfatherWinterRehgarPack1=Hots -
EmoticonPack/EditorPrefix/GreatfatherWinterRehgarPack2=Hots -
EmoticonPack/EditorPrefix/GreatfatherWinterStitchesPack1=Hots -
EmoticonPack/EditorPrefix/GreatfatherWinterStitchesPack2=Hots -
EmoticonPack/EditorPrefix/GreymaneEmoticonPack=Hots -
EmoticonPack/EditorPrefix/GreymaneEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/GuldanEmoticonPack=Hots -
EmoticonPack/EditorPrefix/GuldanEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/HallowsEndEmoticonPackParent=Hots -
EmoticonPack/EditorPrefix/HallowsEndPhrasesPack=Hots -
EmoticonPack/EditorPrefix/HammerEmoticonPack=Hots -
EmoticonPack/EditorPrefix/HammerEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/HandSigns1EmoticonPack=Hots -
EmoticonPack/EditorPrefix/HandSigns1GauntletEmoticonPack=Hots -
EmoticonPack/EditorPrefix/HandSigns1OrcEmoticonPack=Hots -
EmoticonPack/EditorPrefix/HandSigns2EmoticonPack=Hots -
EmoticonPack/EditorPrefix/HandSigns2GauntletEmoticonPack=Hots -
EmoticonPack/EditorPrefix/HandSigns2OrcEmoticonPack=Hots -
EmoticonPack/EditorPrefix/HandSigns3EmoticonPack=Hots -
EmoticonPack/EditorPrefix/HandSigns3GauntletEmoticonPack=Hots -
EmoticonPack/EditorPrefix/HandSigns3OrcEmoticonPack=Hots -
EmoticonPack/EditorPrefix/HanzoPack1=Hots -
EmoticonPack/EditorPrefix/HanzoPack2=Hots -
EmoticonPack/EditorPrefix/HeartPack=Hots -
EmoticonPack/EditorPrefix/HeroStormNexusPack=Hots -
EmoticonPack/EditorPrefix/IllidanEmoticonPack=Hots -
EmoticonPack/EditorPrefix/IllidanEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/ImperatorStukovPack=Hots -
EmoticonPack/EditorPrefix/JainaEmoticonPack=Hots -
EmoticonPack/EditorPrefix/JainaEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/JohannaEmoticonPack=Hots -
EmoticonPack/EditorPrefix/JohannaEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/JunkratPack1=Hots -
EmoticonPack/EditorPrefix/JunkratPack2=Hots -
EmoticonPack/EditorPrefix/KaelthasEmoticonPack=Hots -
EmoticonPack/EditorPrefix/KaelthasEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/KelThuzadPack1=Hots -
EmoticonPack/EditorPrefix/KelThuzadPack2=Hots -
EmoticonPack/EditorPrefix/KerriganEmoticonPack=Hots -
EmoticonPack/EditorPrefix/KerriganEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/KharazimEmoticonPack=Hots -
EmoticonPack/EditorPrefix/KharazimEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/LaPanteraSonyaPack1=Hots -
EmoticonPack/EditorPrefix/LaPanteraSonyaPack2=Hots -
EmoticonPack/EditorPrefix/LaParcaLunaraPack1=Hots -
EmoticonPack/EditorPrefix/LaParcaLunaraPack2=Hots -
EmoticonPack/EditorPrefix/LeoricEmoticonPack=Hots -
EmoticonPack/EditorPrefix/LeoricEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/LiliEmoticonPack=Hots -
EmoticonPack/EditorPrefix/LiliEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/LimingEmoticonPack=Hots -
EmoticonPack/EditorPrefix/LimingEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/LimitedReleaseEmoticonPackParent=Hots -
EmoticonPack/EditorPrefix/LucioEmoticonPack=Hots -
EmoticonPack/EditorPrefix/LucioEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/LunarFestivalEmoticonPackParent=Hots -
EmoticonPack/EditorPrefix/LunarFestivalPhrasesPack=Hots -
EmoticonPack/EditorPrefix/LunarGenjiPack1=Hots -
EmoticonPack/EditorPrefix/LunarGenjiPack2=Hots -
EmoticonPack/EditorPrefix/LunarGuardianPack1=Hots -
EmoticonPack/EditorPrefix/LunarGuardianPack2=Hots -
EmoticonPack/EditorPrefix/LunarIllidanPack1=Hots -
EmoticonPack/EditorPrefix/LunarIllidanPack2=Hots -
EmoticonPack/EditorPrefix/LunarKaelthasPack1=Hots -
EmoticonPack/EditorPrefix/LunarKaelthasPack2=Hots -
EmoticonPack/EditorPrefix/LunarLiLiPack1=Hots -
EmoticonPack/EditorPrefix/LunarLiLiPack2=Hots -
EmoticonPack/EditorPrefix/LunarSylvanasPack1=Hots -
EmoticonPack/EditorPrefix/LunarSylvanasPack2=Hots -
EmoticonPack/EditorPrefix/LunaraEmoticonPack=Hots -
EmoticonPack/EditorPrefix/LunaraEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/MaievPack1=Hots -
EmoticonPack/EditorPrefix/MaievPack2=Hots -
EmoticonPack/EditorPrefix/MalfurionEmoticonPack=Hots -
EmoticonPack/EditorPrefix/MalfurionEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/MalthaelEmoticonPack=Hots -
EmoticonPack/EditorPrefix/MalthaelEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/MechaAbathurPack1=Hots -
EmoticonPack/EditorPrefix/MechaAbathurPack2=Hots -
EmoticonPack/EditorPrefix/MechaDehakaPack1=Hots -
